,GENE,LENGTH,Total_Introns,Intron_Position,Repeat_Percentage,Repeat_Types,GC_Content,phylop_mean,PIR_Nuc_baseline,TPM_Nuc_baseline,TPM_Cyt_baseline,Nuclear_Enrichment,hl_gated_gwise,hl_gated_intwise,hl_gated_intwise_scaled,hl_gated_intwise_scaled_logged,stability,CpG_total,CpG_methylated_perc,Speckle_Enrichment,ssDRIP_peaks,ssDRIP_qValue,ssDRIP_cov,UMAP1_HLrev,UMAP2_HLrev,class_hls
HsaINT0143687,RSPRY1,3650,14.0,14.0,58.08219178082192,"LINE/L1, SINE/Alu",39.42466,0.1340304204283466,11.455,21.465,25.705,-0.2600628393025029,7.681,0.141,0.0183569847676083,-1.7361986524555562,noIR,57,90.95127610208816,0.361624411655059,0,,0.6218656818656869,12.258081,4.444887,SL-RIs
HsaINT0143694,RSPRY1,3696,14.0,8.0,77.27272727272727,"DNA/TcMar-Tigger, LINE/L1, LINE/L2, SINE/Alu",37.71645,0.1233111769204055,12.665,21.465,25.705,-0.2600628393025029,7.681,0.25,0.0325478453326389,-1.4874777564388986,noIR,65,92.4083769633508,0.361624411655059,0,,1.1191610930688276,11.159229,5.1707325,SL-RIs
HsaINT0143916,RTTN,1210,48.0,42.0,14.462809917355372,"SINE/MIR, Simple_repeat",34.95868,0.1179123248215888,10.73,14.3,5.12,1.4817994316657517,3.882,0.125,0.0321998969603297,-1.4921455180442875,noIR,10,88.0,0.262486280521667,0,,0.6038196862880199,11.766367,5.287387,SL-RIs
HsaINT0144086,RUSC2,108,11.0,10.0,0.0,,64.81481,0.0318130841739823,22.55,17.005,2.95,2.527172146458638,12.0,12.0,1.0,0.0,noIR,2,100.0,0.433944357574448,0,,1.2853974362038925,5.13753,7.996107,LL-RIs
HsaINT0144094,RUSC2,658,11.0,8.0,0.0,,51.82371,0.1327595144162618,15.725,17.005,2.95,2.527172146458638,12.0,0.136,0.0113333333333333,-1.9456423376774072,noIR,12,92.07920792079209,0.433944357574448,0,,0.5534553223025274,8.406424,7.634482,SL-RIs
HsaINT0144091,RUSC2,1465,11.0,5.0,30.37542662116041,"LINE/L2, SINE/Alu",51.87713,-0.0688278694074763,13.85,17.005,2.95,2.527172146458638,12.0,0.279,0.02325,-1.6335770427740273,noIR,33,93.86503067484662,0.433944357574448,0,,0.9434655456066025,14.221593,6.1568694,SL-RIs
HsaINT0144181,RXRA,640,11.0,5.0,4.53125,Simple_repeat,68.125,-0.606492954138149,17.645,28.0,17.87,0.6478871927908381,5.977,0.225,0.0376443031621214,-1.4243007377223191,noIR,29,84.34782608695652,0.622974592404018,0,,0.2825150227813259,8.382512,10.421792,SL-RIs
HsaINT0144198,RYBP,67068,3.0,1.0,38.66672630762808,"DNA/TcMar-Tigger, DNA/hAT-Charlie, LINE/CR1, LINE/L1, LINE/L2, LINE/RTE-X, LTR/ERVL-MaLR, Low_complexity, SINE/Alu, SINE/MIR, Simple_repeat",38.07926,0.045354981014034,14.22,16.9,24.06,-0.5096133960065297,4.688,4.954,1.056740614334471,0.0239683992397839,noIR,1098,87.65882500943515,,0,,0.8868635766654985,13.150467,4.0668826,LL-RIs
HsaINT0144610,SAAL1,2104,11.0,7.0,38.87832699619772,"LINE/L1, LINE/L2",35.69392,0.1481079406703278,17.625,62.735,65.52,-0.0626648064817374,8.205,0.138,0.0168190127970749,-1.7741994989878755,noIR,32,90.58823529411764,0.713650103765036,0,,0.8925188142582683,11.522773,3.3999975,SL-RIs
HsaINT0144612,SAAL1,3134,11.0,9.0,67.96426292278238,"LINE/L1, LINE/L2, SINE/Alu",38.92789,0.159754866462375,10.895,62.735,65.52,-0.0626648064817374,8.205,0.23,0.0280316879951249,-1.5523507493715192,noIR,48,93.02325581395348,0.713650103765036,0,,1.012660782948269,13.098215,3.7494152,SL-RIs
HsaINT0144604,SAAL1,919,11.0,11.0,33.405875952121875,"LINE/L1, Simple_repeat",38.19369,0.020053376915052,10.415,62.735,65.52,-0.0626648064817374,8.205,0.242,0.0294942108470444,-1.5302632194086807,noIR,12,83.33333333333333,0.713650103765036,0,,0.7119712579125442,11.589719,4.3164425,SL-RIs
HsaINT0144624,SACM1L,3888,19.0,19.0,37.34567901234568,"DNA/hAT-Charlie, LINE/L2, LTR/ERV1, srpRNA",38.55453,-0.0471160276019037,10.445,81.03,47.965,0.7564740835837185,8.16,0.173,0.0212009803921568,-1.6736440556250658,noIR,44,82.6086956521739,,0,,0.6688124506840212,12.106551,4.149108,SL-RIs
HsaINT0144629,SACM1L,849,19.0,6.0,7.538280329799765,Simple_repeat,34.62898,0.0098549548576625,28.7,81.03,47.965,0.7564740835837185,8.16,0.138,0.0169117647058823,-1.7718110723526246,noIR,6,87.5,,0,,0.5762282473666792,12.452237,3.251036,SL-RIs
HsaINT0144636,SACS,2590,8.0,3.0,63.62934362934363,"LINE/L1, SINE/Alu, Simple_repeat",44.01544,-0.0350876788201523,10.68,43.775,16.22,1.4323333591036471,6.45,0.137,0.0212403100775193,-1.6728391474788609,noIR,72,93.8,-1.6923015659055,0,,0.9669205250685404,13.422058,5.142953,SL-RIs
HsaINT0144662,SAFB,369,18.0,17.0,0.0,,60.97561,-0.6626005439766627,13.775,173.485,142.79,0.2809159819686821,12.0,5.415,0.45125,-0.3455827850862857,noIR,24,94.28571428571428,-0.0710005435316955,369,7.16559,0.8747509313222952,9.040902,9.656985,LL-RIs
HsaINT0144740,SAMD10,82,4.0,2.0,26.82926829268293,Simple_repeat,68.29268,0.2739135784982347,18.91,26.66,2.98,3.161292544626812,9.009,5.023,0.5575535575535575,-0.2537134087590942,noIR,3,66.66666666666667,2.15708069613564,0,,1.4364137197847493,3.6407878,8.619949,LL-RIs
HsaINT0144886,SAP130,1132,19.0,3.0,53.886925795053,"SINE/Alu, SINE/MIR, scRNA",43.10954,0.1672634839420565,14.405,28.155,37.33,-0.4069443577510392,2.857,5.229,1.830241512075604,0.2625084014469125,noIR,26,96.93251533742333,0.601679188358727,0,,0.8719409374955508,12.334019,5.0931945,LL-RIs
HsaINT0144882,SAP130,4309,19.0,17.0,68.9719192388025,"LINE/L1, LTR/ERVL-MaLR, SINE/Alu, Simple_repeat",41.6802,0.052107243523065,22.91,28.155,37.33,-0.4069443577510392,2.857,1.364,0.4774238711935596,-0.3210958700622829,noIR,75,95.19408502772644,0.601679188358727,0,,1.0173989139680193,12.9844,5.09624,LL-RIs
HsaINT0144897,SAP25,84,5.0,2.0,0.0,,58.33333,-0.2850240985301873,24.07,158.69,3.32,5.5788841664514655,12.0,12.0,1.0,0.0,noIR,2,100.0,,0,,1.7725406387152645,3.8069718,8.652882,LL-RIs
HsaINT1040888,SARS,545,10.0,7.0,48.07339449541284,SINE/MIR,52.11009,-0.1716966926092829,19.045,86.145,132.26,-0.6185378391293455,12.0,0.137,0.0114166666666666,-1.942460678891218,noIR,12,90.8256880733945,,0,,0.6206697338659519,9.347046,7.045633,SL-RIs
HsaINT0144979,SARS,284,10.0,8.0,0.0,,44.01408,0.4042014132242307,28.09,86.145,132.26,-0.6185378391293455,12.0,0.236,0.0196666666666666,-1.7062692430775184,noIR,2,84.61538461538461,,0,,0.5193868684865537,10.894474,5.720604,SL-RIs
HsaINT0144993,SARS2,1242,15.0,5.0,9.25925925925926,"Low_complexity, Simple_repeat",51.44928,-0.3859339245024875,15.265,221.755,35.69,2.635374827424201,11.742,0.239,0.0203542837676716,-1.6913441750935072,noIR,32,81.81818181818181,,0,,2.191203232324016,7.860985,6.622493,SL-RIs
HsaINT0145031,SART3,3938,18.0,6.0,70.92432706957847,"DNA/TcMar-Tigger, LINE/L1, SINE/Alu, Simple_repeat",40.12189,0.0421544323622227,15.05,103.905,76.705,0.4378725519748297,2.663,1.589,0.596695456252347,-0.2242472692315616,noIR,96,93.36158192090396,0.883602452293819,3938,39.7954,0.9601048300136984,11.249284,3.4515433,LL-RIs
HsaINT0145026,SART3,681,18.0,18.0,0.0,,44.78708,-0.3595955874931806,11.965,103.905,76.705,0.4378725519748297,2.663,1.979,0.7431468268869696,-0.1289253722325449,noIR,15,96.26865671641792,0.883602452293819,681,39.7954,0.3485176619415486,11.885885,5.947936,LL-RIs
HsaINT0145030,SART3,1274,18.0,5.0,44.89795918367347,"DNA/hAT-Charlie, SINE/MIR",43.64207,-0.1071516112572581,22.115,103.905,76.705,0.4378725519748297,2.663,1.746,0.6556515208411566,-0.1833269270693903,noIR,18,95.23809523809524,0.883602452293819,1274,39.7954,0.2983434514096297,10.90792,6.383329,LL-RIs
HsaINT0145029,SART3,660,18.0,4.0,44.696969696969695,SINE/Alu,44.39394,0.5025386939816988,17.935,103.905,76.705,0.4378725519748297,2.663,2.481,0.931656027037176,-0.0307444021667321,noIR,12,96.34146341463416,0.883602452293819,660,39.7954,0.7651773503044259,10.354388,5.2280955,LL-RIs
HsaINT0145045,SASH1,2148,19.0,19.0,62.84916201117319,"DNA/TcMar-Tigger, LINE/L1, SINE/Alu",37.94227,-0.0671047966295708,24.805,12.21,9.205,0.4075735736374969,6.146,0.14,0.0227790432801822,-1.6424645202421213,noIR,57,91.13924050632912,-1.21235064646563,0,,0.599540241472757,10.5923605,5.576112,SL-RIs
HsaINT0145043,SASH1,3123,19.0,17.0,23.759205891770733,"DNA/hAT-Charlie, DNA/hAT-Tip100, SINE/Alu, Simple_repeat",40.85815,-0.0788856501213598,29.825,12.21,9.205,0.4075735736374969,6.146,0.131,0.0213146762121705,-1.671321260264595,noIR,70,95.38152610441767,-1.21235064646563,0,,0.4431644357423427,11.925255,5.4020467,SL-RIs
HsaINT0145076,SASS6,92,16.0,9.0,0.0,,20.65217,0.661593401661286,29.165,34.76,13.655,1.3479987680491137,12.0,11.497,0.9580833333333332,-0.01859671468676,noIR,0,,0.543380436992681,0,,1.885697986622674,4.112884,6.800042,LL-RIs
HsaINT0145063,SASS6,380,16.0,11.0,0.0,,23.68421,0.1672401064708902,11.04,34.76,13.655,1.3479987680491137,12.0,0.25,0.0208333333333333,-1.6812412373755872,noIR,2,80.95238095238095,0.543380436992681,0,,0.7180737238912944,12.6259575,2.9110422,SL-RIs
HsaINT0145130,SBF1,434,40.0,10.0,0.0,,65.43779,-0.6669792175622589,11.875,158.945,19.28,3.04335067704192,12.0,0.244,0.0203333333333333,-1.6917914197088957,noIR,13,91.66666666666669,2.79733012557313,0,,0.0990186049790656,9.139719,10.250489,SL-RIs
HsaINT0145196,SBF2,2315,39.0,36.0,66.52267818574514,"LINE/L1, SINE/Alu, SINE/MIR",44.23326,0.1219719097806284,13.935,20.18,13.175,0.61512321258178,11.308,0.239,0.0211354793066855,-1.6749878988693443,noIR,71,93.67088607594935,-0.62622110444658,0,,0.6464046535591752,11.887857,5.9224825,SL-RIs
HsaINT0145188,SBF2,2727,39.0,27.0,33.37000366703337,"DNA/TcMar-Tc2, LINE/L2, SINE/Alu, Simple_repeat",40.48405,0.2321522383216457,27.775,20.18,13.175,0.61512321258178,11.308,0.137,0.0121153165900247,-1.9166652326610751,noIR,43,82.59493670886076,-0.62622110444658,0,,1.1757390153258265,12.4018345,5.382053,SL-RIs
HsaINT0145263,SBNO2,80,31.0,29.0,0.0,,75.0,-0.4675949335074689,20.75,140.245,10.985,3.6743425620651258,12.0,0.132,0.011,-1.9586073148417749,noIR,18,94.1747572815534,1.00896841148151,0,,2.2910039172626724,3.7092166,9.626,SL-RIs
HsaINT0145261,SBNO2,84,31.0,27.0,0.0,,72.61905,-0.2646144615059875,26.33,140.245,10.985,3.6743425620651258,12.0,0.233,0.0194166666666666,-1.7118253250216058,noIR,3,100.0,1.00896841148151,0,,2.1195591716753586,3.796606,9.068615,SL-RIs
HsaINT0145258,SBNO2,412,31.0,24.0,0.0,,65.53398,-0.8024111902188292,17.485,140.245,10.985,3.6743425620651258,12.0,0.241,0.0200833333333333,-1.6971642034727563,noIR,14,90.1639344262295,1.00896841148151,0,,0.7421133330596446,8.6387,10.200872,SL-RIs
HsaINT0145266,SBNO2,74,31.0,31.0,0.0,,82.43243,-0.2724246528152733,12.65,140.245,10.985,3.6743425620651258,12.0,0.243,0.02025,-1.6935749724493123,noIR,20,100.0,1.00896841148151,0,,1.903784877244844,3.799829,9.824142,SL-RIs
HsaINT0145262,SBNO2,82,31.0,28.0,0.0,,82.92683,-0.2145802521917187,27.38,140.245,10.985,3.6743425620651258,12.0,0.138,0.0115,-1.939302159646388,noIR,20,95.3125,1.00896841148151,0,,2.3708641377571,3.7648056,9.666165,SL-RIs
HsaINT0145285,SC5D,1892,4.0,3.0,44.02748414376321,"LINE/L1, LINE/L2, SINE/Alu, SINE/MIR",37.26216,0.0772009519652681,11.38,40.545,111.155,-1.4549769277611817,12.0,0.25,0.0208333333333333,-1.6812412373755872,noIR,34,96.58536585365852,-1.35413359162964,0,,1.102752260284446,12.791263,4.032392,SL-RIs
HsaINT0148713,SCAF4,4244,19.0,7.0,28.746465598491987,"LINE/L1, LTR/ERVL, SINE/Alu, SINE/MIR, Simple_repeat",34.09519,0.0090108406699815,11.695,70.445,42.24,0.737887476789644,3.104,0.135,0.0434922680412371,-1.3615879440911447,noIR,28,91.3934426229508,0.77459834841581,0,,0.7922537984012372,12.665594,4.3764687,SL-RIs
HsaINT0148702,SCAF4,844,19.0,12.0,16.824644549763033,SINE/MIR,31.63507,-0.131516012095781,16.57,70.445,42.24,0.737887476789644,3.104,2.422,0.7802835051546392,-0.1077475737791173,noIR,2,100.0,0.77459834841581,0,,0.4666925154376576,12.345457,2.913459,LL-RIs
HsaINT0148701,SCAF4,719,19.0,11.0,0.0,,29.62448,-0.1077729810263071,11.715,70.445,42.24,0.737887476789644,3.104,0.137,0.0441365979381443,-1.355201145429744,noIR,4,95.0,0.77459834841581,0,,0.6190307654831597,13.023399,3.333638,SL-RIs
HsaINT0138317,SCAF8,798,19.0,19.0,16.917293233082706,"LTR/ERV1, Simple_repeat",32.20551,-0.0948042661245793,17.28,41.675,38.945,0.0977440811491356,6.096,0.259,0.0424868766404199,-1.3717451942502925,noIR,6,95.45454545454544,0.318527761750995,0,,1.4000495824386747,12.883479,3.823182,SL-RIs
HsaINT0138318,SCAF8,3928,19.0,2.0,19.042769857433807,"SINE/Alu, SINE/MIR, Simple_repeat",32.99389,0.0900282662059245,14.205,41.675,38.945,0.0977440811491356,6.096,0.134,0.0219816272965879,-1.6579401599667365,noIR,56,92.7437641723356,0.318527761750995,0,,0.485139058253109,12.334465,3.1126065,SL-RIs
HsaINT0138316,SCAF8,3681,19.0,18.0,62.727519695734856,"DNA/TcMar-Tigger, LINE/L1, SINE/Alu",34.93616,-0.0273858691709313,11.88,41.675,38.945,0.0977440811491356,6.096,0.238,0.0390419947506561,-1.408468001275032,noIR,44,92.40924092409242,0.318527761750995,0,,1.1200420179823414,12.050852,3.0814943,SL-RIs
HsaINT0145334,SCAMP3,351,8.0,1.0,0.0,,59.54416,0.1766857142074565,13.69,61.105,57.055,0.0989371131076685,4.793,3.151,0.6574170665553932,-0.1821590258177882,noIR,24,3.614457831325301,,0,,0.6938576865796159,8.953202,9.02381,LL-RIs
HsaINT1040927,SCAMP3,997,8.0,2.0,35.60682046138415,"LINE/CR1, SINE/Alu",47.14142,-0.2528524093426218,15.165,61.105,57.055,0.0989371131076685,4.793,3.494,0.72897976215314,-0.1372845283448757,noIR,6,89.36170212765957,,0,,0.9342720267114588,10.603303,7.4648595,LL-RIs
HsaINT0145473,SCARF2,76,10.0,7.0,0.0,,60.52632,0.1045333353678385,18.485,49.84,10.05,2.310108566957711,10.198,0.228,0.0223573249656795,-1.650580160631001,noIR,8,59.18367346938776,2.18797975549538,0,,1.9507117070417457,3.5403252,9.536989,SL-RIs
HsaINT0146103,SCRIB,97,35.0,19.0,0.0,,73.19588,-0.4626041643350618,11.97,280.64,37.15,2.9172865370187746,12.0,8.323,0.6935833333333333,-0.1589013514146764,noIR,6,95.83333333333331,,0,,0.8505995776818206,4.574011,9.063483,LL-RIs
HsaINT0146099,SCRIB,994,35.0,15.0,4.426559356136821,Simple_repeat,64.58753,-0.6956596200866484,29.825,280.64,37.15,2.9172865370187746,12.0,12.0,1.0,0.0,noIR,54,90.6367041198502,,0,,0.4239563277157937,8.081249,9.494871,LL-RIs
HsaINT0146117,SCRIB,79,35.0,31.0,0.0,,72.1519,-0.4787948685086284,12.065,280.64,37.15,2.9172865370187746,12.0,0.232,0.0193333333333333,-1.713693261156725,noIR,4,100.0,,0,,0.9879235952056832,3.459422,9.166605,SL-RIs
HsaINT0146111,SCRIB,164,35.0,26.0,0.0,,67.07317,-0.6424846661097136,10.98,280.64,37.15,2.9172865370187746,12.0,0.134,0.0111666666666666,-1.9520764476828167,noIR,8,92.5,,0,,0.5588356529526584,8.283223,10.027631,SL-RIs
HsaINT0146238,SCYL1,309,17.0,1.0,0.0,,73.13916,0.4344090929533832,19.395,80.775,34.82,1.213992642501625,4.102,2.844,0.6933203315455875,-0.1590660639746188,noIR,59,1.7167381974248928,1.65538220468572,0,,1.5101551317099786,7.1832814,10.658842,LL-RIs
HsaINT0146240,SCYL1,117,17.0,11.0,0.0,,66.66667,0.2027586231425661,11.0,80.775,34.82,1.213992642501625,4.102,0.132,0.0321794246708922,-1.4924217248264977,noIR,2,84.61538461538461,1.65538220468572,0,,1.0431834258861772,5.287511,8.96715,SL-RIs
HsaINT0146304,SDAD1,1858,21.0,8.0,63.18622174381055,"LINE/L1, LTR/ERV1, SINE/Alu",41.71152,-0.0331814757258143,12.375,66.15,63.595,0.0568278148743192,12.0,0.138,0.0115,-1.939302159646388,noIR,52,94.16666666666669,0.0384183788824699,0,,0.8633201246136959,11.4189825,3.703131,SL-RIs
HsaINT0146306,SDC1,1051,4.0,2.0,22.26450999048525,"LINE/L2, SINE/MIR",57.37393,-0.2400552385615273,23.025,41.5,51.005,-0.29752734438194,4.628,0.166,0.0358686257562662,-1.4452852622396568,noIR,17,78.72340425531915,-0.335190039638753,0,,0.2526764660060111,8.686151,8.2479925,SL-RIs
HsaINT0146318,SDC4,2712,4.0,2.0,61.50442477876106,"DNA/hAT-Charlie, LINE/L1, SINE/Alu, SINE/MIR, Simple_repeat",46.90265,-0.025499446842088,10.385,32.205,93.395,-1.5360606238812111,12.0,0.173,0.0144166666666666,-1.8411351429188292,noIR,81,90.188679245283,-1.82981152847068,0,,0.7507428028029194,10.570665,8.575859,SL-RIs
HsaINT0146396,SDF2L1,835,2.0,2.0,48.98203592814371,LINE/L2,56.76647,-0.1682649883637048,14.225,32.195,53.045,-0.7203801197282728,10.267,0.136,0.0132463231713256,-1.877904653651857,noIR,38,58.38509316770186,-0.109249234802365,0,,1.075565147383021,9.285965,10.191527,SL-RIs
HsaINT0146611,SEC13,6272,8.0,5.0,88.50446428571429,"DNA/TcMar-Tigger, LINE/L1, LTR/ERVL-MaLR, SINE/Alu",43.47895,0.072679635947233,16.535,98.26,140.295,-0.513787449191424,12.0,6.104,0.5086666666666667,-0.2935667211008007,noIR,141,90.45120671563484,0.538280463568354,0,,1.102518902969877,8.9505005,8.180956,LL-RIs
HsaINT1041141,SEC13,2955,8.0,1.0,35.465313028764804,"LINE/L2, Low_complexity, SINE/MIR, Simple_repeat",49.06937,-0.0663486801591271,19.525,98.26,140.295,-0.513787449191424,12.0,0.259,0.0215833333333333,-1.665881481966373,noIR,98,37.3134328358209,0.538280463568354,0,,0.563974369331422,10.893596,7.405267,SL-RIs
HsaINT0146612,SEC13,402,8.0,6.0,0.0,,48.00995,-0.0805960099469461,18.395,98.26,140.295,-0.513787449191424,12.0,12.0,1.0,0.0,noIR,4,100.0,0.538280463568354,0,,0.6552062035943449,10.336726,8.934995,LL-RIs
HsaINT0146697,SEC16A,174,27.0,22.0,0.0,,39.65517,-0.2921618470798295,13.755,93.425,26.165,1.836170399653392,12.0,0.24,0.02,-1.6989700043360187,noIR,8,99.01960784313724,0.993230358935711,0,,0.6190228385442782,11.2062,4.7402387,SL-RIs
HsaINT0146698,SEC16A,172,27.0,23.0,0.0,,53.48837,-0.3151695858162953,15.875,93.425,26.165,1.836170399653392,12.0,0.248,0.0206666666666666,-1.6847295652214085,noIR,0,,0.993230358935711,0,,1.0544791223760772,10.736833,7.9001904,SL-RIs
HsaINT0146839,SEC24B,2856,23.0,18.0,58.40336134453781,"LINE/L1, SINE/Alu",39.63585,0.0396924709686324,28.415,21.675,17.165,0.3365621361519409,4.755,4.098,0.8618296529968454,-0.0645785672082565,noIR,64,93.97849462365592,0.181471662605665,0,,0.6951483676536014,14.127889,5.719405,LL-RIs
HsaINT0146846,SEC24B,8490,23.0,3.0,49.18727915194346,"DNA/hAT-Charlie, DNA/hAT-Tip100, SINE/Alu, SINE/MIR, Simple_repeat",36.52532,0.1427883216560027,14.4,21.675,17.165,0.3365621361519409,4.755,0.147,0.0309148264984227,-1.5098331865252566,noIR,149,92.7554980595084,0.181471662605665,0,,1.0890820784243305,13.306238,4.0375495,SL-RIs
HsaINT1041162,SEC24B,9545,23.0,4.0,54.803562074384494,"DNA/TcMar-Tigger, LINE/L1, LINE/L2, SINE/Alu, SINE/MIR, Simple_repeat",34.6045,0.0166340113219296,10.69,21.675,17.165,0.3365621361519409,4.755,0.113,0.0237644584647739,-1.624072077790013,noIR,126,90.46121593291404,0.181471662605665,0,,0.830356439598678,11.657121,3.774005,SL-RIs
HsaINT0146877,SEC24C,1467,22.0,8.0,20.518064076346285,SINE/Alu,49.48875,0.1714474770124864,17.52,126.26,54.99,1.1991564645019464,12.0,0.138,0.0115,-1.939302159646388,noIR,50,95.01557632398756,1.77829858349097,0,,0.9266819431381847,9.763881,6.689781,SL-RIs
HsaINT0146992,SEC62,4234,7.0,7.0,43.48134152102031,"DNA/TcMar-Tigger, DNA/hAT-Tip100, LINE/L1, SINE/Alu, Simple_repeat",33.70335,0.1384847636508739,10.06,21.51,44.3,-1.0422991740193197,12.0,0.259,0.0215833333333333,-1.665881481966373,noIR,45,93.1372549019608,-1.66340613881916,0,,0.6210295773601214,12.4805,4.5879664,SL-RIs
HsaINT0146990,SEC62,2551,7.0,5.0,36.691493531948254,"DNA/hAT-Charlie, LINE/L2, LTR/ERVL-MaLR, SINE/Alu",37.4755,0.1833039218815061,21.59,21.51,44.3,-1.0422991740193197,12.0,0.262,0.0218333333333333,-1.6608799547278794,noIR,33,92.05020920502092,-1.66340613881916,0,,0.6973476719611345,12.901771,3.8117726,SL-RIs
HsaINT0147010,SEC63,2310,20.0,7.0,62.294372294372295,"LINE/L2, SINE/Alu, SINE/MIR, Simple_repeat",37.96537,0.1913681255960849,13.72,52.43,55.0,-0.0690390727830291,7.532,0.137,0.0181890600106213,-1.7401897441882204,noIR,30,93.89312977099236,-0.548271009040762,2310,3.94066,0.9995584803608132,13.413859,6.0901065,SL-RIs
HsaINT0147142,SELENBP1,428,11.0,7.0,25.233644859813083,LINE/L2,53.50467,-0.1551545671409811,26.875,100.595,13.95,2.850221571669464,6.645,2.955,0.4446952595936795,-0.3519375000614766,noIR,12,87.3015873015873,3.54767807131763,0,,0.5527019397218229,8.892341,6.718413,LL-RIs
HsaINT0147141,SELENBP1,268,11.0,6.0,0.0,,56.71642,-0.1957191016798846,25.795,100.595,13.95,2.850221571669464,6.645,3.129,0.4708803611738149,-0.3270894221325575,noIR,6,84.84848484848484,3.54767807131763,0,,1.025303694453188,7.722339,7.381331,LL-RIs
HsaINT0147164,SELENOO,4805,8.0,5.0,84.4120707596254,"LINE/L1, Low_complexity, SINE/Alu, Simple_repeat",50.1769,-0.1542916317363455,16.68,128.925,13.72,3.2321796589137675,3.182,7.072,2.222501571338781,0.3468420766944539,noIR,234,95.03722084367246,2.11974798303908,0,,0.6620118748988779,8.764133,10.03252,LL-RIs
HsaINT0147165,SELENOO,823,8.0,6.0,0.0,,60.51033,-0.6441557189875108,22.76,128.925,13.72,3.2321796589137675,3.182,6.551,2.0587680703959776,0.3136074241213771,noIR,36,92.52873563218392,2.11974798303908,0,,0.2916516805042458,9.102391,9.175745,LL-RIs
HsaINT0147188,SELENOS,573,6.0,3.0,5.5846422338568935,Simple_repeat,38.39442,-0.1052412594755268,26.905,22.49,31.535,-0.4876702720933261,12.0,0.259,0.0215833333333333,-1.665881481966373,noIR,6,84.44444444444444,-0.282247761905481,0,,0.7171414461469316,11.865582,4.2998586,SL-RIs
HsaINT0147230,SEMA3B,1817,16.0,6.0,64.55696202531645,"LINE/L2, SINE/Alu, Simple_repeat",53.3847,-0.0464768726893445,14.615,21.51,1.285,4.065167260229183,12.0,0.267,0.02225,-1.6526699846830497,noIR,86,46.75540765391015,3.83666748834325,0,,1.1105912154290216,9.06873,8.645368,SL-RIs
HsaINT0147299,SEMA3F,5422,18.0,7.0,79.8782736997418,"DNA/TcMar-Tigger, DNA/hAT-Blackjack, SINE/Alu",48.81962,0.0044620902043624,18.98,79.785,17.89,2.1569641502890926,3.023,5.944,1.966258683427059,0.2936406535747017,noIR,152,95.0785340314136,1.9149229673692,0,,0.6897601537187321,9.324982,8.376102,LL-RIs
HsaINT0147290,SEMA3F,181,18.0,15.0,69.06077348066299,SINE/MIR,61.87845,0.087977782693795,22.35,79.785,17.89,2.1569641502890926,3.023,0.137,0.0453192193185577,-1.3437175800214105,noIR,3,81.81818181818181,1.9149229673692,0,,1.237594345025065,8.997445,9.505504,SL-RIs
HsaINT0147288,SEMA3F,628,18.0,13.0,0.0,,60.98726,0.0045406714615009,26.74,79.785,17.89,2.1569641502890926,3.023,2.766,0.9149851141250414,-0.0385859714045253,noIR,14,95.23809523809524,1.9149229673692,0,,0.5497123231367049,7.617366,8.858932,LL-RIs
HsaINT0147287,SEMA3F,1027,18.0,12.0,20.05842259006816,LINE/L2,61.24635,-0.4107183215643377,13.71,79.785,17.89,2.1569641502890926,3.023,1.651,0.546146212371816,-0.2626910739150235,noIR,34,94.21965317919076,1.9149229673692,0,,0.6079534329173542,9.272631,8.63659,LL-RIs
HsaINT0147322,SEMA4A,1815,14.0,11.0,83.58126721763085,"LINE/L2, SINE/Alu",51.84573,-0.122084894887741,20.015,22.4,7.785,1.5247297878659294,12.0,0.229,0.0190833333333333,-1.7193457637077367,noIR,46,92.56965944272446,,0,,0.6941708739639056,10.416151,7.4481807,SL-RIs
HsaINT0147333,SEMA4A,1425,14.0,9.0,47.1578947368421,"LINE/RTE-X, SINE/Alu, SINE/MIR",51.22807,-0.0406046364312694,10.115,22.4,7.785,1.5247297878659294,12.0,0.297,0.0247499999999999,-1.6064247967304126,noIR,48,78.41269841269842,,0,,0.6623834843154549,10.201912,7.1858096,SL-RIs
HsaINT0147339,SEMA4B,15703,13.0,1.0,34.139973253518434,"DNA/hAT-Charlie, DNA/hAT-Tip100, LINE/CR1, LINE/L1, LINE/L2, LINE/RTE-X, SINE/Alu, SINE/MIR, Simple_repeat",52.00917,0.0078303405753752,20.08,36.3,29.875,0.2810308351276397,3.35,0.145,0.0432835820895522,-1.3636768048018704,noIR,601,83.58686949559647,0.993058549639703,0,,0.5158466556169905,8.910852,10.113004,SL-RIs
HsaINT0147334,SEMA4B,979,13.0,9.0,34.62717058222676,"LTR/ERVL, SINE/MIR",56.48621,-0.5030501009220284,19.67,36.3,29.875,0.2810308351276397,3.35,0.134,0.04,-1.3979400086720375,noIR,32,93.77990430622008,0.993058549639703,0,,0.4124053194255549,9.784901,9.871431,SL-RIs
HsaINT0147346,SEMA4B,97,13.0,8.0,0.0,,61.85567,-0.1098645873231968,12.12,36.3,29.875,0.2810308351276397,3.35,2.306,0.6883582089552239,-0.162185504078165,noIR,2,100.0,0.993058549639703,0,,1.7011844218190115,4.4113793,9.0504675,LL-RIs
